Commodity,Year,Attribute,Value
Honey and edible syrups: Per capita availability adjusted for loss,1976,Teaspoons available daily-Teaspoons,0.295663993
Honey and edible syrups: Per capita availability adjusted for loss,1977,Teaspoons available daily-Teaspoons,0.292705191
Honey and edible syrups: Per capita availability adjusted for loss,1978,Teaspoons available daily-Teaspoons,0.331856409
Honey and edible syrups: Per capita availability adjusted for loss,1979,Teaspoons available daily-Teaspoons,0.320257545
Honey and edible syrups: Per capita availability adjusted for loss,1980,Teaspoons available daily-Teaspoons,0.282832193
Honey and edible syrups: Per capita availability adjusted for loss,1981,Teaspoons available daily-Teaspoons,0.276976157
Honey and edible syrups: Per capita availability adjusted for loss,1982,Teaspoons available daily-Teaspoons,0.28936833
Honey and edible syrups: Per capita availability adjusted for loss,1983,Teaspoons available daily-Teaspoons,0.311324957
Honey and edible syrups: Per capita availability adjusted for loss,1984,Teaspoons available daily-Teaspoons,0.293636857
Honey and edible syrups: Per capita availability adjusted for loss,1985,Teaspoons available daily-Teaspoons,0.286356333
Honey and edible syrups: Per capita availability adjusted for loss,1986,Teaspoons available daily-Teaspoons,0.31779358
Honey and edible syrups: Per capita availability adjusted for loss,1987,Teaspoons available daily-Teaspoons,0.298162375
Honey and edible syrups: Per capita availability adjusted for loss,1988,Teaspoons available daily-Teaspoons,0.287388059
Honey and edible syrups: Per capita availability adjusted for loss,1989,Teaspoons available daily-Teaspoons,0.269527076
Honey and edible syrups: Per capita availability adjusted for loss,1990,Teaspoons available daily-Teaspoons,0.279331614
Honey and edible syrups: Per capita availability adjusted for loss,1991,Teaspoons available daily-Teaspoons,0.299119683
Honey and edible syrups: Per capita availability adjusted for loss,1992,Teaspoons available daily-Teaspoons,0.254484218
Honey and edible syrups: Per capita availability adjusted for loss,1993,Teaspoons available daily-Teaspoons,0.266150522
Honey and edible syrups: Per capita availability adjusted for loss,1994,Teaspoons available daily-Teaspoons,0.244622403
Honey and edible syrups: Per capita availability adjusted for loss,1995,Teaspoons available daily-Teaspoons,0.261709839
Honey and edible syrups: Per capita availability adjusted for loss,1996,Teaspoons available daily-Teaspoons,0.373873867
Honey and edible syrups: Per capita availability adjusted for loss,1997,Teaspoons available daily-Teaspoons,0.345746676
Honey and edible syrups: Per capita availability adjusted for loss,1998,Teaspoons available daily-Teaspoons,0.34080322
Honey and edible syrups: Per capita availability adjusted for loss,1999,Teaspoons available daily-Teaspoons,0.359843907
Honey and edible syrups: Per capita availability adjusted for loss,2000,Teaspoons available daily-Teaspoons,0.381253622
Honey and edible syrups: Per capita availability adjusted for loss,2001,Teaspoons available daily-Teaspoons,0.433724756
Honey and edible syrups: Per capita availability adjusted for loss,2002,Teaspoons available daily-Teaspoons,0.45288276
Honey and edible syrups: Per capita availability adjusted for loss,2003,Teaspoons available daily-Teaspoons,0.396641231
Honey and edible syrups: Per capita availability adjusted for loss,2004,Teaspoons available daily-Teaspoons,0.345470595
Honey and edible syrups: Per capita availability adjusted for loss,2005,Teaspoons available daily-Teaspoons,0.377403377
Honey and edible syrups: Per capita availability adjusted for loss,2006,Teaspoons available daily-Teaspoons,0.396874175
Honey and edible syrups: Per capita availability adjusted for loss,2007,Teaspoons available daily-Teaspoons,0.358990367
Honey and edible syrups: Per capita availability adjusted for loss,2008,Teaspoons available daily-Teaspoons,0.358408295
Honey and edible syrups: Per capita availability adjusted for loss,2009,Teaspoons available daily-Teaspoons,0.336505534
Honey and edible syrups: Per capita availability adjusted for loss,2010,Teaspoons available daily-Teaspoons,0.381504286
Honey and edible syrups: Per capita availability adjusted for loss,2011,Teaspoons available daily-Teaspoons,0.388891767
Honey and edible syrups: Per capita availability adjusted for loss,2012,Teaspoons available daily-Teaspoons,0.395665207
Honey and edible syrups: Per capita availability adjusted for loss,2013,Teaspoons available daily-Teaspoons,0.415628991
Honey and edible syrups: Per capita availability adjusted for loss,2014,Teaspoons available daily-Teaspoons,0.469434286
Honey and edible syrups: Per capita availability adjusted for loss,2015,Teaspoons available daily-Teaspoons,0.479720407
Honey and edible syrups: Per capita availability adjusted for loss,2016,Teaspoons available daily-Teaspoons,0.42624302
Honey and edible syrups: Per capita availability adjusted for loss,2017,Teaspoons available daily-Teaspoons,0.470689624
Honey and edible syrups: Per capita availability adjusted for loss,2018,Teaspoons available daily-Teaspoons,0.459042492
Honey and edible syrups: Per capita availability adjusted for loss,2019,Teaspoons available daily-Teaspoons,0.456591166
Honey and edible syrups: Per capita availability adjusted for loss,2020,Teaspoons available daily-Teaspoons,0.471002717
Honey and edible syrups: Per capita availability adjusted for loss,2021,Teaspoons available daily-Teaspoons,0.507734632
Honey and edible syrups: Per capita availability adjusted for loss,2022,Teaspoons available daily-Teaspoons,0.497626734
Honey and edible syrups: Per capita availability adjusted for loss,2023,Teaspoons available daily-Teaspoons,0.468466475
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Primary weight-Lbs/year,0.547984786
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Primary weight-Lbs/year,0.824711835
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Primary weight-Lbs/year,1.154476843
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Primary weight-Lbs/year,2.062141354
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,Primary weight-Lbs/year,2.762557767
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,Primary weight-Lbs/year,4.879174712
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,Primary weight-Lbs/year,7.175064926
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,Primary weight-Lbs/year,9.597731437
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,Primary weight-Lbs/year,10.76743508
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,Primary weight-Lbs/year,14.75019796
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,Primary weight-Lbs/year,18.95571255
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,Primary weight-Lbs/year,22.83407245
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,Primary weight-Lbs/year,26.61671814
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,Primary weight-Lbs/year,31.20147499
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,Primary weight-Lbs/year,37.22626805
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1985,Primary weight-Lbs/year,45.17106003
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1986,Primary weight-Lbs/year,45.69382217
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1987,Primary weight-Lbs/year,47.70912341
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1988,Primary weight-Lbs/year,48.9622767
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1989,Primary weight-Lbs/year,48.19616563
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1990,Primary weight-Lbs/year,49.59341468
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1991,Primary weight-Lbs/year,50.30546011
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1992,Primary weight-Lbs/year,51.21435215
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1993,Primary weight-Lbs/year,53.67738041
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1994,Primary weight-Lbs/year,56.29757993
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1995,Primary weight-Lbs/year,58.3838342
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1996,Primary weight-Lbs/year,59.70303314
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1997,Primary weight-Lbs/year,62.69257685
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1998,Primary weight-Lbs/year,64.35608917
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1999,Primary weight-Lbs/year,65.85779552
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2000,Primary weight-Lbs/year,64.38433755
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2001,Primary weight-Lbs/year,63.77749686
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2002,Primary weight-Lbs/year,64.18248762
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2003,Primary weight-Lbs/year,62.43222728
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2004,Primary weight-Lbs/year,61.45435099
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2005,Primary weight-Lbs/year,60.82820891
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2006,Primary weight-Lbs/year,60.09677148
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2007,Primary weight-Lbs/year,57.72869872
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2008,Primary weight-Lbs/year,54.46759593
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,Primary weight-Lbs/year,51.76463265
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,Primary weight-Lbs/year,50.56207157
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,Primary weight-Lbs/year,48.58340245
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,Primary weight-Lbs/year,47.70741403
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,Primary weight-Lbs/year,45.80011213
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,Primary weight-Lbs/year,46.02881309
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,Primary weight-Lbs/year,44.77486793
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,Primary weight-Lbs/year,43.54430753
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,Primary weight-Lbs/year,42.33128764
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,Primary weight-Lbs/year,40.99888768
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,Primary weight-Lbs/year,40.05438379
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,Primary weight-Lbs/year,40.21267752
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,Primary weight-Lbs/year,39.51690779
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2022,Primary weight-Lbs/year,39.3042363
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2023,Primary weight-Lbs/year,37.75852324
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1985,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1986,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1987,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1988,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1989,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1990,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1991,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1992,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1993,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1994,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1995,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1996,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1997,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1998,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1999,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2000,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2001,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2002,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2003,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2004,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2005,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2006,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2007,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2008,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2022,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2023,Loss from primary to retail weight-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Retail weight-Lbs/year,0.547984786
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Retail weight-Lbs/year,0.824711835
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Retail weight-Lbs/year,1.154476843
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Retail weight-Lbs/year,2.062141354
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,Retail weight-Lbs/year,2.762557767
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,Retail weight-Lbs/year,4.879174712
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,Retail weight-Lbs/year,7.175064926
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,Retail weight-Lbs/year,9.597731437
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,Retail weight-Lbs/year,10.76743508
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,Retail weight-Lbs/year,14.75019796
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,Retail weight-Lbs/year,18.95571255
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,Retail weight-Lbs/year,22.83407245
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,Retail weight-Lbs/year,26.61671814
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,Retail weight-Lbs/year,31.20147499
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,Retail weight-Lbs/year,37.22626805
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1985,Retail weight-Lbs/year,45.17106003
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1986,Retail weight-Lbs/year,45.69382217
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1987,Retail weight-Lbs/year,47.70912341
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1988,Retail weight-Lbs/year,48.9622767
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1989,Retail weight-Lbs/year,48.19616563
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1990,Retail weight-Lbs/year,49.59341468
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1991,Retail weight-Lbs/year,50.30546011
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1992,Retail weight-Lbs/year,51.21435215
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1993,Retail weight-Lbs/year,53.67738041
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1994,Retail weight-Lbs/year,56.29757993
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1995,Retail weight-Lbs/year,58.3838342
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1996,Retail weight-Lbs/year,59.70303314
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1997,Retail weight-Lbs/year,62.69257685
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1998,Retail weight-Lbs/year,64.35608917
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1999,Retail weight-Lbs/year,65.85779552
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2000,Retail weight-Lbs/year,64.38433755
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2001,Retail weight-Lbs/year,63.77749686
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2002,Retail weight-Lbs/year,64.18248762
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2003,Retail weight-Lbs/year,62.43222728
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2004,Retail weight-Lbs/year,61.45435099
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2005,Retail weight-Lbs/year,60.82820891
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2006,Retail weight-Lbs/year,60.09677148
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2007,Retail weight-Lbs/year,57.72869872
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2008,Retail weight-Lbs/year,54.46759593
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,Retail weight-Lbs/year,51.76463265
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,Retail weight-Lbs/year,50.56207157
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,Retail weight-Lbs/year,48.58340245
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,Retail weight-Lbs/year,47.70741403
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,Retail weight-Lbs/year,45.80011213
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,Retail weight-Lbs/year,46.02881309
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,Retail weight-Lbs/year,44.77486793
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,Retail weight-Lbs/year,43.54430753
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,Retail weight-Lbs/year,42.33128764
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,Retail weight-Lbs/year,40.99888768
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,Retail weight-Lbs/year,40.05438379
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,Retail weight-Lbs/year,40.21267752
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,Retail weight-Lbs/year,39.51690779
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2022,Retail weight-Lbs/year,39.3042363
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2023,Retail weight-Lbs/year,37.75852324
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1985,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1986,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1987,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1988,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1989,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1990,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1991,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1992,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1993,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1994,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1995,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1996,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1997,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1998,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1999,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2000,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2001,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2002,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2003,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2004,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2005,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2006,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2007,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2008,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2022,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2023,Loss from retail/institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Consumer weight-Lbs/year,0.48770646
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Consumer weight-Lbs/year,0.733993533
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Consumer weight-Lbs/year,1.02748439
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Consumer weight-Lbs/year,1.835305805
